,customer lifetime value
3220,7911.626107
3221,3944.231185
3222,23777.81427
3223,6842.580052
3224,2521.161048
3225,3808.122147
3226,15512.56424
3227,6751.782327
3228,7405.420506
3229,7218.015592
3230,3362.551989
3231,5038.979968
3232,8681.046339
3233,13197.92893
3234,4595.457544
3235,5073.282126
3236,4636.54647
3237,8376.332294
3238,25997.74996
3239,4971.353586
3240,13270.9446
3241,5519.078475
3242,7942.174213
3243,5504.139033
3244,5140.11289
3245,6583.205691
3246,7899.217251
3247,7659.499583
3248,7055.962564
3249,7238.504049
3250,3824.431298
3251,3870.356928
3252,16525.38067
3253,2450.880954
3254,5666.69628
3255,7298.583562
3256,8838.085637
3257,5375.657146
3258,5598.00838
3259,16953.08411
3260,14002.75508
3261,2807.049427
3262,10529.01236
3263,6057.07208
3264,12904.94336
3265,2471.528431
3266,5651.396772
3267,12885.78676
3268,5551.394979
3269,5439.342442
3270,4454.104455
3271,5195.824739
3272,4551.060479
3273,16570.09009
3274,8002.308333
3275,2743.553584
3276,8139.001346
3277,10507.69496
3278,7218.085486
3279,4861.369008
3280,5786.49398
3281,7707.806541
3282,4974.801539
3283,10626.80746
3284,7996.604028
3285,27945.89465
3286,7498.290823
3287,2637.148672
3288,4882.493829
3289,5363.528173
3290,3548.397966
3291,4233.56878
3292,11293.98192
3293,7258.992716
3294,2695.455483
3295,6063.19979
3296,5258.251562
3297,12390.47778
3298,3677.784051
3299,6104.849081
3300,2991.423685
3301,8034.520139
3302,9778.984109
3303,7284.262288
3304,2728.03759
3305,7519.029686
3306,8183.592208
3307,4583.748377
3308,11638.89947
3309,14455.86021
3310,8478.278069
3311,3923.265453
3312,5201.707743
3313,3857.947176
3314,3649.658983
3315,2652.289648
3316,7583.56435
3317,8535.108303
3318,4152.652599
3319,7166.343469
3320,5048.051359
3321,4579.605586
3322,4605.036646
3323,4969.529102
3324,2267.604038
3325,36229.40842
3326,8810.89555
3327,4656.488488
3328,4318.088108
3329,5382.752045
3330,2953.617963
3331,8051.56643
3332,6627.148927
3333,10148.41973
3334,7628.749434
3335,2582.408525
3336,3265.156348
3337,5996.065073
3338,5768.830622
3339,21480.81781
3340,2891.717971
3341,7381.914168
3342,5308.617246
3343,2912.59798
3344,11814.47532
3345,4726.963307
3346,5073.282126
3347,3096.511217
3348,7891.584409
3349,19454.40847
3350,22332.43946
3351,4598.235733
3352,8215.388242
3353,4903.152748
3354,24186.88247
3355,2419.306466
3356,2491.317024
3357,9657.579498
3358,2621.116054
3359,4944.088762
3360,5206.761563
3361,6109.135438
3362,2601.468833
3363,5849.486464
3364,16301.9676
3365,26462.75908
3366,26199.52707
3367,6470.535463
3368,9501.005425
3369,10970.13221
3370,2435.619979
3371,4362.931238
3372,19231.77266
3373,8382.630118
3374,4434.411172
3375,2372.155492
3376,3611.183505
3377,3034.797717
3378,9095.049868
3379,4884.15708
3380,5681.307056
3381,2458.562965
3382,9357.737821
3383,2759.978287
3384,9635.58373
3385,8346.019875
3386,8370.56545
3387,12689.42804
3388,2538.62632
3389,4732.219556
3390,8246.830811
3391,2548.393565
3392,4929.549699
3393,3289.120863
3394,2771.045031
3395,6899.709949
3396,5112.306584
3397,4109.793608
3398,27440.61101
3399,20957.60504
3400,2548.842787
3401,2714.654446
3402,5790.462518
3403,7627.31479
3404,7903.993374
3405,5293.717318
3406,3673.990748
3407,21592.10096
3408,2452.059049
3409,7255.714453
3410,7412.962014
3411,9048.983447
3412,4270.034394
3413,4929.549699
3414,3539.97159
3415,5568.889245
3416,9817.026936
3417,2542.845763
3418,10484.91535
3419,6310.400194
3420,8106.221539
3421,3398.007367
3422,16301.9676
3423,2722.408776
3424,15789.65496
3425,4904.894731
3426,3785.754787
3427,4200.818894
3428,3619.060986
3429,4880.713626
3430,12687.15484
3431,4848.90183
3432,4334.064096
3433,6677.418103
3434,8973.110905
3435,7109.296548
3436,10208.92761
3437,2719.506996
3438,4465.604359
3439,5593.434009
3440,6768.997027
3441,2454.589361
3442,2576.380679
3443,4282.947971
3444,5845.426201
3445,10484.91535
3446,5509.377781
3447,3011.344686
3448,2698.355517
3449,6105.801637
3450,8558.038795
3451,5568.947534
3452,11042.29006
3453,23594.6802
3454,4726.869327
3455,6054.488387
3456,9654.523307
3457,47155.62558
3458,4530.385427
3459,7276.340609
3460,3861.486269
3461,7054.776317
3462,15167.04402
3463,7126.471703
3464,2034.993043
3465,30718.8124
3466,4221.312544
3467,9701.027271
3468,4502.867562
3469,11009.13049
3470,2713.560376
3471,22103.5072
3472,5633.531703
3473,4237.370769
3474,2858.287371
3475,9366.816281
3476,9152.489511
3477,5406.876611
3478,7086.176012
3479,17288.55405
3480,2472.253893
3481,2432.169223
3482,25464.82059
3483,2229.361773
3484,2507.884662
3485,9500.08167
3486,2935.988346
3487,5493.02213
3488,5386.325174
3489,4384.854616
3490,5789.8509
3491,5678.050167
3492,4944.240345
3493,7507.455372
3494,5332.462694
3495,5475.337618
3496,2274.647023
3497,6005.214792
3498,18321.41903
3499,8078.53085
3500,3664.22055
3501,2960.029328
3502,2496.167004
3503,4650.68277
3504,14002.37819
3505,7462.926263
3506,3653.703458
3507,5638.543833
3508,4475.05212
3509,2719.853023
3510,4542.405346
3511,12875.59874
3512,2300.691547
3513,8364.559003
3514,14024.35839
3515,27789.69235
3516,3588.926491
3517,4386.277558
3518,6647.846187
3519,6753.428413
3520,4762.823136
3521,4904.894731
3522,4764.861739
3523,3567.503755
3524,3903.802262
3525,10442.43404
3526,2498.963061
3527,2862.563059
3528,5989.773931
3529,7143.035873
3530,2549.786069
3531,12047.775
3532,20461.1545
3533,2781.589027
3534,4834.710493
3535,7610.540153
3536,2159.251473
3537,8420.43119
3538,13530.02906
3539,8798.312515
3540,4595.043966
3541,6545.802896
3542,5443.761524
3543,7957.630101
3544,2444.741307
3545,8590.334983
3546,2730.3538
3547,2925.726685
3548,5331.737284
3549,11320.82704
3550,5130.823951
3551,7919.832069
3552,2619.337376
3553,9591.232645
3554,4196.652176
3555,7887.964945
3556,8676.698631
3557,6383.611136
3558,6568.75877
3559,3644.833554
3560,3910.697956
3561,18704.85055
3562,24337.38181
3563,12547.42888
3564,4582.685265
3565,2864.093984
3566,30850.58677
3567,7366.093547
3568,4224.832303
3569,8256.2978
3570,7498.824515
3571,25626.70699
3572,5989.773931
3573,2530.810167
3574,13569.24071
3575,13113.13865
3576,5085.023369
3577,4554.557242
3578,4014.453113
3579,2863.043304
3580,7200.664877
3581,30909.22228
3582,8170.621997
3583,2877.813846
3584,8478.30421
3585,8646.547993
3586,4755.762589
3587,7425.845305
3588,4462.997006
3589,2593.897887
3590,6006.441801
3591,10010.14003
3592,26305.41541
3593,7096.598526
3594,2859.799774
3595,29589.94128
3596,9667.129686
3597,21941.85759
3598,5548.031892
3599,7752.933281
3600,2769.72527
3601,2545.070274
3602,8629.329351
3603,4915.39018
3604,4896.562733
3605,4013.959621
3606,10834.86984
3607,4669.22664
3608,29577.28414
3609,9259.729948
3610,6300.440231
3611,6031.518652
3612,2300.334605
3613,6863.124573
3614,2797.759849
3615,4479.494223
3616,4571.509384
3617,6104.501453
3618,3297.904615
3619,2639.982596
3620,13780.48818
3621,3702.63121
3622,5789.352696
3623,13464.60289
3624,6331.338496
3625,3838.113442
3626,11274.91011
3627,6052.003301
3628,33451.7935
3629,5611.926939
3630,5607.253592
3631,8835.159206
3632,3796.547659
3633,3936.785538
3634,37150.82945
3635,4815.532839
3636,2853.370449
3637,2467.459952
3638,5200.22777
3639,4594.263722
3640,8586.662939
3641,4091.934934
3642,5181.620895
3643,14230.3242
3644,2446.664534
3645,4758.564558
3646,6645.928117
3647,8717.851882
3648,4110.620178
3649,9810.407902
3650,4993.025273
3651,4463.607161
3652,2895.213818
3653,3185.17031
3654,9343.198788
3655,7296.535053
3656,5568.947534
3657,7627.026893
3658,4636.54647
3659,5329.12883
3660,2478.235474
3661,5522.769962
3662,8586.528213
3663,8104.503269
3664,2356.702311
3665,2004.350666
3666,2810.464447
3667,2379.614363
3668,2410.105206
3669,2544.969754
3670,10153.88899
3671,2300.691547
3672,10145.44091
3673,2599.04158
3674,6689.022728
3675,2721.589169
3676,7524.88292
3677,9487.721906
3678,5977.78537
3679,6411.117312
3680,2944.180861
3681,6685.797205
3682,4692.660787
3683,4502.667305
3684,16504.96173
3685,9460.17545
3686,7931.722181
3687,7974.390276
3688,5054.334903
3689,5657.806998
3690,14917.33495
3691,13046.65319
3692,38410.59556
3693,5069.071361
3694,10978.7834
3695,39769.55524
3696,6559.34766
3697,5749.883799
3698,16473.16905
3699,5780.182197
3700,26200.83423
3701,3272.010846
3702,4682.249396
3703,6496.197101
3704,7446.812516
3705,4549.337013
3706,5200.076742
3707,10594.13249
3708,3059.282091
3709,8181.715637
3710,2697.328799
3711,10369.3874
3712,2491.317024
3713,5396.372449
3714,4652.886703
3715,9015.915395
3716,7857.357595
3717,6763.181497
3718,15695.53941
3719,5219.199247
3720,2582.408525
3721,7653.283759
3722,4966.736817
3723,8927.134298
3724,21423.63723
3725,15481.25277
3726,8714.922135
3727,5577.237773
3728,8860.654206
3729,13450.95561
3730,6464.417095
3731,3876.772694
3732,10103.65572
3733,4996.552721
3734,3934.712712
3735,2219.995914
3736,7974.949597
3737,8708.018769
3738,2907.363467
3739,4881.299084
3740,3652.666261
3741,12779.89903
3742,7200.664877
3743,4219.02412
3744,5816.712126
3745,7908.452072
3746,3954.344534
3747,3560.628183
3748,5064.127663
3749,8489.843197
3750,2425.29505
3751,27542.36956
3752,8828.933996
3753,5059.325681
3754,6715.59268
3755,2671.817549
3756,8098.96921
3757,2795.546288
3758,2972.459706
3759,6288.156817
3760,61850.18803
3761,10394.36269
3762,4935.189986
3763,35013.54166
3764,2810.464447
3765,3636.943738
3766,2785.418107
3767,7715.103608
3768,5643.802354
3769,19088.34203
3770,9156.272726
3771,5454.587929
3772,2470.441268
3773,7809.855966
3774,6938.874476
3775,5318.89664
3776,13727.79972
3777,5363.405969
3778,3265.156348
3779,2446.911045
3780,4196.689511
3781,12913.49818
3782,23866.15656
3783,4633.336334
3784,8196.077584
3785,2167.330201
3786,5619.849825
3787,6102.307214
3788,3919.366722
3789,14944.83656
3790,10819.999
3791,15839.08876
3792,6451.263836
3793,5564.957596
3794,2444.896824
3795,2640.58732
3796,5823.162917
3797,5755.539367
3798,10408.96865
3799,8247.952072
3800,3679.142115
3801,16331.43396
3802,20474.14563
3803,9414.943031
3804,9732.584122
3805,4611.2543
3806,14510.7505
3807,13770.97618
3808,8083.541953
3809,2570.190941
3810,2273.62059
3811,3995.358195
3812,7282.221435
3813,2469.56901
3814,2450.625315
3815,10856.17638
3816,9075.768214
3817,4654.582368
3818,15394.8718
3819,9421.101961
3820,2640.515863
3821,8509.850887
3822,3436.134281
3823,4349.30875
3824,9672.701942
3825,15266.48446
3826,7550.867469
3827,9939.255085
3828,14962.37103
3829,7887.82202
3830,2894.327413
3831,4397.781207
3832,5781.015999
3833,7720.155885
3834,3046.248976
3835,2590.321715
3836,10155.30044
3837,2552.00081
3838,9404.447425
3839,5678.050167
3840,3723.114445
3841,8417.102804
3842,2520.028421
3843,8186.308757
3844,4229.923123
3845,5074.246068
3846,12981.52926
3847,2744.172816
3848,13226.22345
3849,13178.43163
3850,8793.521303
3851,3245.332058
3852,4624.622593
3853,4372.490855
3854,9090.269181
3855,10777.56762
3856,5007.224298
3857,5867.12642
3858,14914.53488
3859,5107.163002
3860,3536.64749
3861,2839.796453
3862,2939.939038
3863,2776.629135
3864,5476.527832
3865,3265.156348
3866,8066.073765
3867,3644.833554
3868,6611.118163
3869,7582.113842
3870,2607.81554
3871,7124.202899
3872,9435.540893
3873,8256.2978
3874,5091.101225
3875,5881.813596
3876,7684.887717
3877,10396.53186
3878,8545.608946
3879,4408.071476
3880,2562.843896
3881,14886.70602
3882,24338.51185
3883,7452.998789
3884,3981.775889
3885,16060.06949
3886,5111.357987
3887,7439.978924
3888,4974.801539
3889,17816.68242
3890,6238.054416
3891,2682.912454
3892,2837.163399
3893,4118.588554
3894,2472.469209
3895,4139.533158
3896,4100.465956
3897,5278.201394
3898,8056.898119
3899,9185.025301
3900,15417.73444
3901,6829.413399
3902,8500.909417
3903,8847.444221
3904,2840.899849
3905,15984.52739
3906,18542.30074
3907,2609.829612
3908,7901.744238
3909,17995.86532
3910,5021.686245
3911,4654.841089
3912,2719.506996
3913,4726.869327
3914,8595.726399
3915,15626.28021
3916,2797.674845
3917,5344.989624
3918,17557.54051
3919,4595.524548
3920,5794.104234
3921,5332.462694
3922,6680.146801
3923,7910.866718
3924,12516.92188
3925,2325.259483
3926,3964.151263
3927,7486.088015
3928,6707.994148
3929,12902.09322
3930,5926.729379
3931,5148.653203
3932,6827.178202
3933,4670.058282
3934,5363.076547
3935,6961.945557
3936,28511.03331
3937,8624.917663
3938,3382.223536
3939,2319.818549
3940,8807.486831
3941,2491.317024
3942,7853.961409
3943,9816.528302
3944,22103.5072
3945,6689.022728
3946,11323.35555
3947,6333.030812
3948,3139.169353
3949,2617.182661
3950,3732.568536
3951,4433.694028
3952,3478.887023
3953,5009.595291
3954,8417.004401
3955,4483.839044
3956,5124.984391
3957,3721.057118
3958,9988.787618
3959,3342.177957
3960,7524.735746
3961,13466.92071
3962,2949.282616
3963,5179.890955
3964,3225.395988
3965,8849.689719
3966,2886.451602
3967,2359.423599
3968,4669.22664
3969,6366.225775
3970,25581.61014
3971,8146.271602
3972,5412.458621
3973,5757.442258
3974,4755.194923
3975,4995.211519
3976,2824.849967
3977,5907.91176
3978,4988.579794
3979,7405.265785
3980,16553.23422
3981,15102.22866
3982,9118.928908
3983,2759.978287
3984,15251.57924
3985,14517.43681
3986,5597.12496
3987,19323.23675
3988,15950.01951
3989,3176.356488
3990,4526.126785
3991,2573.716859
3992,6656.709233
3993,27564.73951
3994,3842.794699
3995,3808.122147
3996,15000.84238
3997,5573.10605
3998,6222.212108
3999,5096.673223
4000,6183.185785
4001,9388.981905
4002,8168.714346
4003,13561.2048
4004,6699.278956
4005,20230.9675
4006,4097.371676
4007,5169.49937
4008,6278.764007
4009,3343.933131
4010,15531.78589
4011,4236.84292
4012,3692.583567
4013,6782.556454
4014,3683.472334
4015,13995.68999
4016,5619.689084
4017,8331.648336
4018,4171.18715
4019,7873.567332
4020,10677.25385
4021,14687.07959
4022,5394.703229
4023,2230.755716
4024,7771.018055
4025,4103.849192
4026,7221.151702
4027,12285.0473
4028,5704.679894
4029,2433.913419
4030,4921.752296
4031,4660.006868
4032,2541.522907
4033,11658.59927
4034,11131.56637
4035,4733.507343
4036,8776.363448
4037,7804.022473
4038,2522.256441
4039,9536.338382
4040,4711.080198
4041,3801.282266
4042,21159.30151
4043,6515.026481
4044,4739.861234
4045,21240.94357
4046,3980.838735
4047,4990.343538
4048,2562.604728
4049,7355.349908
4050,5041.447024
4051,12731.95161
4052,8879.790017
4053,2872.669164
4054,11058.22493
4055,7138.167712
4056,29037.47753
4057,8613.464627
4058,3861.486269
4059,2482.915577
4060,3133.018242
4061,7123.082388
4062,28435.64035
4063,12741.84754
4064,3176.865609
4065,5470.060561
4066,4582.647706
4067,5350.214918
4068,5580.916514
4069,7048.544758
4070,15306.22493
4071,9657.579498
4072,3985.319833
4073,9816.528302
4074,37243.63312
4075,4122.964632
4076,2556.609217
4077,17253.72944
4078,36181.02892
4079,8427.172486
4080,2348.028868
4081,23675.02939
4082,4089.463358
4083,2483.67134
4084,5278.183759
4085,13727.79972
4086,10963.95723
4087,5555.830205
4088,3261.01744
4089,11029.92619
4090,4770.550911
4091,2734.328157
4092,3748.14406
4093,4770.550911
4094,8509.850887
4095,5421.04863
4096,2916.41746
4097,13363.52356
4098,3974.858481
4099,14710.43268
4100,5936.344043
4101,2862.180262
4102,8427.172486
4103,8622.835375
4104,2300.691547
4105,10056.5083
4106,9118.148093
4107,5507.242176
4108,10972.06778
4109,7840.165778
4110,5504.139033
4111,4792.810444
4112,4187.77657
4113,2718.375247
4114,8257.666512
4115,12663.59666
4116,2647.519741
4117,4830.908873
4118,4558.428807
4119,2127.92357
4120,2546.866098
4121,4992.920887
4122,12741.84754
4123,7863.02773
4124,5131.360525
4125,2275.401583
4126,60556.19213
4127,2356.074955
4128,28824.06193
4129,4978.950257
4130,6521.368813
4131,7564.611951
4132,11631.87866
4133,7180.283897
4134,12168.74492
4135,2248.449633
4136,2530.332
4137,4653.094259
4138,2354.322179
4139,8417.159538
4140,5717.743109
4141,4623.536706
4142,6521.368813
4143,5507.155471
4144,2674.730716
4145,5817.832355
4146,4646.387267
4147,2226.589837
4148,7651.099258
4149,2305.056048
4150,11960.47577
4151,11315.20373
4152,7212.523911
4153,5255.576016
4154,4794.96419
4155,2659.70565
4156,27643.23508
4157,10083.48688
4158,5687.897911
4159,3059.426954
4160,4945.072236
4161,8609.158215
4162,5157.053124
4163,3748.99343
4164,7462.926263
4165,15063.50118
4166,9657.579498
4167,2799.470318
4168,2759.978287
4169,5392.499539
4170,5392.502531
4171,3574.990725
4172,5608.172012
4173,4754.653816
4174,2239.647297
4175,7356.383518
4176,13283.86446
4177,6893.171997
4178,3966.129505
4179,16548.85665
4180,5447.201066
4181,4644.90392
4182,5318.89664
4183,2491.257604
4184,12296.49757
4185,6273.911874
4186,6366.225775
4187,6005.847375
4188,11981.98481
4189,11885.96797
4190,17109.39447
4191,4717.62873
4192,4778.682644
4193,2402.333284
4194,13197.92893
4195,29232.69297
4196,8509.850887
4197,4774.379355
4198,9113.694323
4199,7663.871432
4200,2599.968438
4201,8819.018934
4202,6857.519928
4203,7109.341438
4204,2842.822337
4205,12846.4477
4206,3498.773857
4207,6005.214792
4208,4344.524462
4209,25401.51859
4210,4466.977478
4211,7849.125533
4212,4250.775183
4213,6073.241952
4214,6729.867925
4215,2588.860221
4216,7305.936433
4217,8531.401125
4218,8618.295865
4219,4957.033603
4220,12255.12414
4221,9624.938903
4222,7080.131872
4223,7053.302737
4224,5365.54161
4225,4306.55935
4226,5970.816921
4227,8879.790017
4228,4458.113369
4229,5565.892477
4230,5813.242121
4231,8365.963454
4232,7275.921106
4233,15083.78498
4234,8458.912476
4235,8010.968982
4236,2514.428561
4237,4112.625047
4238,4369.697742
4239,7356.010439
4240,10656.88195
4241,5365.975978
4242,6047.02516
4243,2885.742441
4244,2635.148447
4245,2413.888405
4246,8341.929905
4247,2487.256248
4248,9212.613275
4249,16407.66461
4250,7017.145586
4251,5481.502923
4252,10382.38098
4253,5498.940679
4254,4846.322223
4255,14718.11779
4256,9656.759549
4257,4466.101762
4258,21423.63723
4259,2531.73969
4260,8378.357502
4261,5093.007525
4262,13352.56134
4263,14206.98091
4264,10232.85415
4265,15435.68882
4266,8641.046574
4267,7334.915821
4268,7462.926263
4269,3635.028312
4270,5525.836623
4271,4335.353131
4272,4832.117309
4273,9267.920019
4274,14700.49784
4275,4905.127076
4276,7289.297853
4277,8478.824155
4278,7952.836873
4279,2869.997625
4280,10529.84867
4281,5497.659883
4282,7090.468528
4283,26416.25478
4284,2727.682464
4285,11814.53241
4286,4090.750678
4287,5181.620895
4288,6172.392406
4289,2487.358049
4290,13094.2046
4291,4688.459288
4292,2703.466256
4293,11315.20373
4294,8679.838135
4295,5979.724161
4296,10996.71336
4297,11718.41696
4298,42462.96794
4299,6941.872931
4300,2551.314013
4301,10656.88195
4302,9333.333631
4303,7507.455372
4304,5320.081159
4305,8609.158215
4306,12298.6863
4307,7285.030983
4308,6714.070698
4309,2810.464447
4310,15320.37177
4311,8488.561363
4312,2379.195759
4313,13334.26763
4314,3123.080994
4315,2382.706153
4316,7812.889738
4317,14024.35839
4318,5334.784887
4319,9700.35416
4320,5703.288862
4321,4280.747008
4322,3398.052277
4323,11044.10847
4324,3237.996209
4325,25805.26839
4326,17497.52201
4327,22261.0224
4328,9006.598402
4329,9904.977027
4330,7432.203079
4331,8150.573759
4332,4956.247235
4333,6537.051379
4334,9448.833931
4335,7519.133631
4336,2409.368488
4337,17041.4383
4338,4398.047053
4339,5470.060561
4340,3173.032243
4341,13258.17973
4342,13045.37088
4343,2560.691306
4344,3387.77901
4345,6439.330195
4346,7078.948599
4347,2417.763236
4348,20492.7355
4349,7805.31287
4350,22062.54841
4351,11218.44173
4352,5427.484591
4353,2592.437797
4354,2601.351096
4355,8433.228985
4356,2967.670797
4357,5380.091626
4358,8059.893671
4359,8444.840217
4360,9655.442955
4361,8178.235107
4362,2353.179121
4363,8058.659713
4364,8012.365866
4365,16473.16905
4366,5907.151868
4367,8257.666512
4368,4954.292104
4369,43026.52149
4370,3794.964613
4371,2537.383207
4372,8026.04923
4373,7786.676381
4374,5256.923177
4375,8256.2978
4376,2453.336242
4377,4312.769798
4378,5556.91458
4379,8693.995589
4380,11830.95192
4381,4506.485006
4382,4159.593921
4383,4462.445111
4384,2515.259002
4385,8007.399376
4386,9901.278118
4387,12282.84085
4388,44468.02303
4389,8184.585992
4390,16007.94954
4391,6361.845408
4392,8736.501241
4393,4334.064096
4394,4376.363592
4395,9294.088719
4396,2543.003943
4397,6582.450781
4398,4686.469674
4399,14325.15261
4400,12743.35175
4401,2434.08581
4402,25107.09812
4403,13432.00289
4404,2753.780996
4405,8653.302322
4406,7057.888812
4407,5906.940238
4408,2937.424534
4409,4974.235309
4410,4268.618821
4411,4601.913754
4412,2404.633766
4413,7638.442811
4414,4623.624811
4415,5470.181751
4416,4999.34581
4417,15956.51879
4418,9275.681452
4419,7595.335237
4420,24258.71383
4421,24636.96719
4422,2810.464447
4423,2337.356699
4424,4668.043154
4425,10972.06778
4426,34611.37896
4427,2478.833596
4428,26197.41498
4429,6282.079645
4430,10954.38352
4431,3164.378577
4432,7804.597655
4433,5207.197499
4434,2886.451602
4435,2483.642397
4436,4896.261605
4437,4928.001408
4438,8759.592518
4439,11281.52451
4440,4315.6705
4441,4491.909095
4442,6745.248379
4443,28799.95415
4444,14503.02129
4445,8270.625331
4446,12731.95161
4447,4167.094538
4448,10455.48983
4449,7074.398104
4450,7046.478698
4451,13357.44544
4452,18708.75831
4453,8169.334846
4454,8583.272854
4455,12234.36232
4456,7185.673718
4457,9060.204521
4458,2336.177331
4459,7995.41091
4460,5897.555427
4461,3939.00637
4462,2695.352444
4463,5459.216794
4464,10721.61076
4465,2491.257604
4466,5570.17755
4467,5100.737803
4468,7633.821822
4469,4656.665064
4470,4363.1982
4471,2526.729022
4472,5122.718927
4473,2483.544888
4474,3489.276369
4475,7325.917302
4476,4841.057535
4477,19964.39708
4478,32450.39142
4479,2628.171324
4480,3095.627124
4481,12731.95161
4482,2631.564135
4483,35984.10457
4484,2906.893312
4485,10628.06415
4486,7590.961288
4487,5108.038755
4488,13989.84697
4489,3115.704933
4490,13369.44267
4491,8621.185568
4492,10359.01985
4493,3241.838403
4494,4344.99018
4495,5332.462694
4496,7692.456014
4497,26223.81193
4498,6930.625422
4499,11610.25439
4500,8937.118615
4501,2462.859762
4502,2300.691547
4503,4078.023331
4504,2868.598866
4505,4428.031583
4506,4061.590219
4507,18504.2801
4508,4904.894731
4509,10827.87278
4510,5745.121547
4511,2423.259778
4512,5926.729379
4513,4605.036646
4514,2132.771675
4515,2643.71574
4516,5824.224192
4517,6889.6161
4518,3008.099115
4519,3286.171949
4520,13552.77776
4521,5166.190278
4522,2945.998877
4523,4863.470811
4524,4892.617128
4525,3337.59441
4526,5246.278375
4527,9031.214859
4528,3580.076125
4529,9802.548509
4530,4825.651946
4531,3203.303695
4532,5659.139938
4533,4144.868939
4534,13770.97618
4535,3716.479655
4536,3123.080994
4537,12168.74492
4538,2674.730716
4539,12741.84754
4540,4037.547258
4541,8628.303301
4542,22093.61618
4543,8217.427595
4544,26197.41498
4545,8110.536059
4546,4766.367352
4547,8819.018934
4548,5171.272924
4549,3896.572719
4550,6005.027312
4551,6869.185344
4552,3054.541283
4553,4874.216555
4554,2747.429661
4555,8717.049833
4556,4099.659085
4557,8189.967712
4558,5225.03143
4559,7949.28426
4560,3135.405606
4561,3939.00637
4562,5325.724541
4563,19483.24011
4564,3459.230941
4565,17103.79173
4566,2753.312714
4567,12866.89474
4568,4420.248983
4569,2756.472584
4570,7743.918426
4571,8169.746083
4572,3569.864625
4573,10656.88195
4574,7092.635635
4575,2777.341885
4576,7550.41865
4577,4727.354548
4578,14274.55485
4579,9559.340024
4580,8879.790017
4581,5525.470004
4582,5923.208
4583,8501.652884
4584,40235.9731
4585,2584.824329
4586,19278.81715
4587,11981.98481
4588,3933.813993
4589,2491.257604
4590,7431.664369
4591,7865.182898
4592,15978.91049
4593,2113.85703
4594,8661.735884
4595,5625.307768
4596,4592.150374
4597,3709.919724
4598,8208.929715
4599,5595.389905
4600,3413.62256
4601,6325.030596
4602,6393.874612
4603,8738.401013
4604,4836.394361
4605,24967.75842
4606,5409.955926
4607,2344.233188
4608,15173.96841
4609,11124.20636
4610,4863.266809
4611,5577.54128
4612,4526.94696
4613,2519.569496
4614,4892.422239
4615,18943.26899
4616,8564.768226
4617,4419.539523
4618,5637.740051
4619,5047.483378
4620,4913.118904
4621,5799.063709
4622,5568.984683
4623,3861.486269
4624,2912.913958
4625,6980.325287
4626,6769.324811
4627,8193.555045
4628,7519.133631
4629,3746.03079
4630,2592.437797
4631,4548.291613
4632,2885.002508
4633,4883.551402
4634,9061.057741
4635,16728.34386
4636,11177.7521
4637,4364.311891
4638,22940.38215
4639,4926.282836
4640,23086.36478
4641,5149.301306
4642,8016.747629
4643,2538.857089
4644,10498.92645
4645,2448.646138
4646,6057.07208
4647,8295.837442
4648,2786.661219
4649,25464.82059
4650,11469.62991
4651,3557.368368
4652,8317.302513
4653,7601.951104
4654,9426.971158
4655,6418.849149
4656,6788.084852
4657,3358.660979
4658,2439.930981
4659,4505.85011
4660,2309.596399
4661,2541.523959
4662,6414.081362
4663,2585.206268
4664,2961.31408
4665,2759.978287
4666,3341.6835
4667,5169.49937
4668,4117.37239
4669,5552.596353
4670,7285.030983
4671,13916.93446
4672,11044.42715
4673,3531.039178
4674,2759.618207
4675,6500.409697
4676,6369.262355
4677,13083.48622
4678,2150.906016
4679,8447.888167
4680,5075.420953
4681,3527.851585
4682,13061.51639
4683,6259.510365
4684,16681.32634
4685,5791.610721
4686,7980.488637
4687,2767.499996
4688,2975.256549
4689,4178.586494
4690,4734.257944
4691,4315.788632
4692,6126.568309
4693,2694.599099
4694,9338.08481
4695,18680.99387
4696,2551.349248
4697,2808.078361
4698,9710.286449
4699,15190.65404
4700,4069.776372
4701,6612.220871
4702,2030.783687
4703,5090.44875
4704,3353.381136
4705,8532.989751
4706,2647.519741
4707,6071.907243
4708,9061.767848
4709,2531.586761
4710,2467.129805
4711,7408.167551
4712,3452.414955
4713,4481.387593
4714,21235.44557
4715,3370.074728
4716,3746.751625
4717,5129.608404
4718,12300.005
4719,18065.27192
4720,19644.76296
4721,35900.07644
4722,6838.767672
4723,6519.287872
4724,5712.380598
4725,5126.54272
4726,4984.618655
4727,4102.199975
4728,4111.197013
4729,11085.87709
4730,4745.680421
4731,5837.528088
4732,19190.31894
4733,6444.076976
4734,7255.577594
4735,8197.712164
4736,4554.911887
4737,7069.740965
4738,4743.694528
4739,4019.384424
4740,20239.38353
4741,2674.730716
4742,9206.429641
4743,23187.14574
4744,4770.550911
4745,3768.086327
4746,2893.739608
4747,11611.94584
4748,14246.14841
4749,2554.551152
4750,3226.516193
4751,2227.072755
4752,10623.40552
4753,8304.688878
4754,5155.529312
4755,4407.769164
4756,2955.495724
4757,3900.906002
4758,4531.372981
4759,2813.309659
4760,7196.721128
4761,6301.102478
4762,7799.440458
4763,8292.626726
4764,18534.61157
4765,2906.298309
4766,6089.77238
4767,5016.144667
4768,15470.59658
4769,5680.467468
4770,4582.155128
4771,8663.550386
4772,5274.20076
4773,2620.601718
4774,4515.184003
